variable,value,prop,region,zona,sitio,manejo,plantacion,cosecha
Y01090702090719,8.000000,01,09,07,02,09,-07,19
Y01090702090521,207.000000,01,09,07,02,09,-05,21
Y01090702090422,13.770000,01,09,07,02,09,-04,22
Y01090702090323,11.370000,01,09,07,02,09,-03,23
Y01090702090224,26.510000,01,09,07,02,09,-02,24
Y01090702103000,35.900000,01,09,07,02,10,-30,00
Y01090702102900,12.350000,01,09,07,02,10,-29,00
Y01090702102800,10.790000,01,09,07,02,10,-28,00
Y01090702102700,43.420000,01,09,07,02,10,-27,00
Y01090702102600,58.260000,01,09,07,02,10,-26,00
Y01090702102501,23.790000,01,09,07,02,10,-25,01
Y01090702102402,139.500000,01,09,07,02,10,-24,02
Y01090702102303,12.380000,01,09,07,02,10,-23,03
Y01090702102204,117.300000,01,09,07,02,10,-22,04
Y01090702102105,435.000000,01,09,07,02,10,-21,05
Y01090702102006,97.040000,01,09,07,02,10,-20,06
Y01090702101907,92.790000,01,09,07,02,10,-19,07
Y01090702101808,243.200000,01,09,07,02,10,-18,08
Y01090702101709,167.500000,01,09,07,02,10,-17,09
Y01090702101610,2.120000,01,09,07,02,10,-16,10
Y01090702101511,99.900000,01,09,07,02,10,-15,11
Y01090702101412,1.770000,01,09,07,02,10,-14,12
Y01090702101313,197.400000,01,09,07,02,10,-13,13
Y01090702101214,185.300000,01,09,07,02,10,-12,14
Y01090702101115,50.900000,01,09,07,02,10,-11,15
Y01090702101016,329.500000,01,09,07,02,10,-10,16
Y01090702100917,459.200000,01,09,07,02,10,-09,17
Y01090702100818,31.230000,01,09,07,02,10,-08,18
Y01090702100719,439.800000,01,09,07,02,10,-07,19
Y01090702100620,427.300000,01,09,07,02,10,-06,20
Y01090702100521,71.930000,01,09,07,02,10,-05,21
Y01090702100422,138.700000,01,09,07,02,10,-04,22
Y01090702100323,23.560000,01,09,07,02,10,-03,23
Y01090702100224,32.320000,01,09,07,02,10,-02,24
Y01090702100125,233.500000,01,09,07,02,10,-01,25
Y01090702112000,62.410000,01,09,07,02,11,-20,00
Y01090702111900,3.140000,01,09,07,02,11,-19,00
Y01090702111800,37.440000,01,09,07,02,11,-18,00
Y01090702111701,34.800000,01,09,07,02,11,-17,01
Y01090702111503,3.950000,01,09,07,02,11,-15,03
Y01090702111404,22.230000,01,09,07,02,11,-14,04
Y01090702111305,140.800000,01,09,07,02,11,-13,05
Y01090702111206,65.630000,01,09,07,02,11,-12,06
Y01090702111107,90.370000,01,09,07,02,11,-11,07
Y01090702111008,12.200000,01,09,07,02,11,-10,08
Y01090702110711,0.620000,01,09,07,02,11,-07,11
Y01090702110612,48.870000,01,09,07,02,11,-06,12
Y01090702110513,2.320000,01,09,07,02,11,-05,13
Y01090702122000,45.180000,01,09,07,02,12,-20,00
Y01090702121701,0.400000,01,09,07,02,12,-17,01
Y01090702120315,7.230000,01,09,07,02,12,-03,15
Y01090703013000,92.140000,01,09,07,03,01,-30,00
Y01090703012900,21.340000,01,09,07,03,01,-29,00
Y01090703012800,30.280000,01,09,07,03,01,-28,00
Y01090703012700,21.590000,01,09,07,03,01,-27,00
Y01090703012600,38.660000,01,09,07,03,01,-26,00
Y01090703012500,45.030000,01,09,07,03,01,-25,00
Y01090703012400,44.770000,01,09,07,03,01,-24,00
Y01090703012300,159.600000,01,09,07,03,01,-23,00
Y01090703012201,62.080000,01,09,07,03,01,-22,01
Y01090703012102,258.800000,01,09,07,03,01,-21,02
Y01090703012003,145.800000,01,09,07,03,01,-20,03
Y01090703011904,38.230000,01,09,07,03,01,-19,04
Y01090703011805,24.600000,01,09,07,03,01,-18,05
Y01090703011607,65.740000,01,09,07,03,01,-16,07
Y01090703011508,4.790000,01,09,07,03,01,-15,08
Y01090703011310,0.380000,01,09,07,03,01,-13,10
Y01090703011211,301.400000,01,09,07,03,01,-12,11
Y01090703011112,289.300000,01,09,07,03,01,-11,12
Y01090703010914,222.400000,01,09,07,03,01,-09,14
Y01090703010815,191.000000,01,09,07,03,01,-08,15
Y01090703010716,65.700000,01,09,07,03,01,-07,16
Y01090703010122,116.700000,01,09,07,03,01,-01,22
Y01090703023000,32.160000,01,09,07,03,02,-30,00
Y01090703022900,25.340000,01,09,07,03,02,-29,00
Y01090703022800,8.180000,01,09,07,03,02,-28,00
Y01090703022700,8.090000,01,09,07,03,02,-27,00
Y01090703022600,3.750000,01,09,07,03,02,-26,00
Y01090703022500,19.950000,01,09,07,03,02,-25,00
Y01090703022400,71.480000,01,09,07,03,02,-24,00
Y01090703022300,3.360000,01,09,07,03,02,-23,00
Y01090703022201,48.890000,01,09,07,03,02,-22,01
Y01090703022102,139.000000,01,09,07,03,02,-21,02
Y01090703022003,0.280000,01,09,07,03,02,-20,03
Y01090703021904,88.690000,01,09,07,03,02,-19,04
Y01090703021805,4.170000,01,09,07,03,02,-18,05
Y01090703021706,3.280000,01,09,07,03,02,-17,06
Y01090703021607,122.000000,01,09,07,03,02,-16,07
Y01090703021508,4.530000,01,09,07,03,02,-15,08
Y01090703021409,7.350000,01,09,07,03,02,-14,09
Y01090703021310,357.600000,01,09,07,03,02,-13,10
Y01090703021112,3.480000,01,09,07,03,02,-11,12
Y01090703021013,353.800000,01,09,07,03,02,-10,13
Y01090703020914,157.400000,01,09,07,03,02,-09,14
Y01090703020815,1.490000,01,09,07,03,02,-08,15
Y01090703020716,23.070000,01,09,07,03,02,-07,16
Y01090703020617,2.600000,01,09,07,03,02,-06,17
Y01090703020518,196.400000,01,09,07,03,02,-05,18
Y01090703020419,21.900000,01,09,07,03,02,-04,19
Y01090703020221,136.200000,01,09,07,03,02,-02,21
Y01090703020122,9.540000,01,09,07,03,02,-01,22
Y01090703033000,1.382000,01,09,07,03,03,-30,00
Y01090703032900,0.536800,01,09,07,03,03,-29,00
Y01090703032800,0.470000,01,09,07,03,03,-28,00
Y01090703032400,24.800000,01,09,07,03,03,-24,00
Y01090703032300,121.000000,01,09,07,03,03,-23,00
Y01090703032201,176.100000,01,09,07,03,03,-22,01
Y01090703031706,0.430000,01,09,07,03,03,-17,06
Y01090703073000,7.462000,01,09,07,03,07,-30,00
Y01090703072900,31.560000,01,09,07,03,07,-29,00
Y01090703072700,42.440000,01,09,07,03,07,-27,00
Y01090703072600,73.330000,01,09,07,03,07,-26,00
Y01090703072501,69.810000,01,09,07,03,07,-25,01
Y01090703072402,17.410000,01,09,07,03,07,-24,02
Y01090703072303,15.550000,01,09,07,03,07,-23,03
Y01090703072204,82.570000,01,09,07,03,07,-22,04
Y01090703072105,193.300000,01,09,07,03,07,-21,05
Y01090703072006,70.850000,01,09,07,03,07,-20,06
Y01090703071115,11.670000,01,09,07,03,07,-11,15
Y01090703070917,9.020000,01,09,07,03,07,-09,17
Y01090703083000,92.610000,01,09,07,03,08,-30,00
Y01090703082900,14.370000,01,09,07,03,08,-29,00
Y01090703082800,13.640000,01,09,07,03,08,-28,00
Y01090703082402,30.960000,01,09,07,03,08,-24,02
Y01090703082204,11.790000,01,09,07,03,08,-22,04
Y01090703082105,0.100000,01,09,07,03,08,-21,05
Y01090703081907,15.350000,01,09,07,03,08,-19,07
Y01090703081808,57.370000,01,09,07,03,08,-18,08
Y01090703081610,13.210000,01,09,07,03,08,-16,10
Y01090703081412,16.070000,01,09,07,03,08,-14,12
Y01090703081313,2.480000,01,09,07,03,08,-13,13
Y01090703081016,50.300000,01,09,07,03,08,-10,16
Y01090703080917,8.270000,01,09,07,03,08,-09,17
Y01090703080719,8.170000,01,09,07,03,08,-07,19
Y01090703080620,4.740000,01,09,07,03,08,-06,20
Y01090703080521,2.800000,01,09,07,03,08,-05,21
Y01090703080422,144.700000,01,09,07,03,08,-04,22
Y01090703080323,643.600000,01,09,07,03,08,-03,23
Y01090703080224,217.800000,01,09,07,03,08,-02,24
Y01090703080125,87.640000,01,09,07,03,08,-01,25
Y01090703093000,6.028000,01,09,07,03,09,-30,00
Y01090703092800,96.050000,01,09,07,03,09,-28,00
Y01090703092700,68.810000,01,09,07,03,09,-27,00
Y01090703092501,1.580000,01,09,07,03,09,-25,01
Y01090703092105,12.460000,01,09,07,03,09,-21,05
Y01090703092006,98.450000,01,09,07,03,09,-20,06
Y01090703091907,1.490000,01,09,07,03,09,-19,07
Y01090703091709,2.010000,01,09,07,03,09,-17,09
Y01090703091610,3.780000,01,09,07,03,09,-16,10
Y01090703103000,32.220000,01,09,07,03,10,-30,00
Y01090703102900,3.300000,01,09,07,03,10,-29,00
Y01090703102800,21.220000,01,09,07,03,10,-28,00
Y01090703102700,52.720000,01,09,07,03,10,-27,00
Y01090703102600,16.650000,01,09,07,03,10,-26,00
Y01090703102501,2.430000,01,09,07,03,10,-25,01
Y01090703102402,67.190000,01,09,07,03,10,-24,02
Y01090703102303,21.180000,01,09,07,03,10,-23,03
Y01090703102204,21.950000,01,09,07,03,10,-22,04
Y01090703102105,297.900000,01,09,07,03,10,-21,05
Y01090703102006,92.960000,01,09,07,03,10,-20,06
Y01090703101907,157.100000,01,09,07,03,10,-19,07
Y01090703101808,13.560000,01,09,07,03,10,-18,08
Y01090703101709,77.440000,01,09,07,03,10,-17,09
Y01090703101511,0.850000,01,09,07,03,10,-15,11
Y01090703101313,0.480000,01,09,07,03,10,-13,13
Y01090703101016,545.900000,01,09,07,03,10,-10,16
Y01090703100917,54.410000,01,09,07,03,10,-09,17
Y01090703100818,58.840000,01,09,07,03,10,-08,18
Y01090703100719,79.630000,01,09,07,03,10,-07,19
Y01090703100620,76.410000,01,09,07,03,10,-06,20
Y01090703100521,50.540000,01,09,07,03,10,-05,21
Y01090703100422,7.250000,01,09,07,03,10,-04,22
Y01090703100323,636.900000,01,09,07,03,10,-03,23
Y01090703100224,696.100000,01,09,07,03,10,-02,24
Y01090703100125,339.200000,01,09,07,03,10,-01,25
Y01090703112000,4.410000,01,09,07,03,11,-20,00
Y01090703111900,10.530000,01,09,07,03,11,-19,00
Y01090703111701,8.020000,01,09,07,03,11,-17,01
Y01090703111404,66.870000,01,09,07,03,11,-14,04
Y01090703111305,0.520000,01,09,07,03,11,-13,05
Y01090703111206,153.300000,01,09,07,03,11,-12,06
Y01090703111107,29.180000,01,09,07,03,11,-11,07
Y01090703111008,1.400000,01,09,07,03,11,-10,08
Y01090703110909,7.210000,01,09,07,03,11,-09,09
Y01090703121800,1.080000,01,09,07,03,12,-18,00
Y01090704013000,70.480000,01,09,07,04,01,-30,00
Y01090704012900,15.590000,01,09,07,04,01,-29,00
Y01090704012700,53.120000,01,09,07,04,01,-27,00
Y01090704012600,2.270000,01,09,07,04,01,-26,00
Y01090704012500,9.240000,01,09,07,04,01,-25,00
Y01090704012400,32.830000,01,09,07,04,01,-24,00
Y01090704012300,35.830000,01,09,07,04,01,-23,00
Y01090704012201,14.070000,01,09,07,04,01,-22,01
Y01090704012102,4.700000,01,09,07,04,01,-21,02
Y01090704012003,51.040000,01,09,07,04,01,-20,03
Y01090704011904,5.370000,01,09,07,04,01,-19,04
Y01090704011805,1.570000,01,09,07,04,01,-18,05
Y01090704011706,4.120000,01,09,07,04,01,-17,06
Y01090704011607,16.120000,01,09,07,04,01,-16,07
Y01090704011409,100.900000,01,09,07,04,01,-14,09
Y01090704011310,4.120000,01,09,07,04,01,-13,10
Y01090704011211,4.050000,01,09,07,04,01,-12,11
Y01090704011112,83.690000,01,09,07,04,01,-11,12
Y01090704010914,36.920000,01,09,07,04,01,-09,14
Y01090704023000,7.577000,01,09,07,04,02,-30,00
Y01090704022900,1.954000,01,09,07,04,02,-29,00
Y01090704022500,2.350000,01,09,07,04,02,-25,00
Y01090704022400,18.520000,01,09,07,04,02,-24,00
Y01090704022300,0.560000,01,09,07,04,02,-23,00
Y01090704022201,5.160000,01,09,07,04,02,-22,01
Y01090704022003,90.320000,01,09,07,04,02,-20,03
Y01090704021904,31.610000,01,09,07,04,02,-19,04
Y01090704021805,3.210000,01,09,07,04,02,-18,05
Y01090704021310,122.800000,01,09,07,04,02,-13,10
Y01090704021013,100.900000,01,09,07,04,02,-10,13
Y01090704020716,15.050000,01,09,07,04,02,-07,16
Y01090704020617,25.900000,01,09,07,04,02,-06,17
Y01090704020221,62.580000,01,09,07,04,02,-02,21
Y01090704033000,0.237600,01,09,07,04,03,-30,00
Y01090704032800,0.970000,01,09,07,04,03,-28,00
Y01090704032400,0.600000,01,09,07,04,03,-24,00
Y01090704032201,6.130000,01,09,07,04,03,-22,01
Y01090704031508,1.960000,01,09,07,04,03,-15,08
Y01090704031112,3.470000,01,09,07,04,03,-11,12
Y01090704073000,18.830000,01,09,07,04,07,-30,00
Y01090704072900,5.086000,01,09,07,04,07,-29,00
Y01090704072600,5.910000,01,09,07,04,07,-26,00
Y01090704072501,8.230000,01,09,07,04,07,-25,01
Y01090704071907,0.880000,01,09,07,04,07,-19,07
Y01090704083000,9.434000,01,09,07,04,08,-30,00
Y01090704082900,3.705000,01,09,07,04,08,-29,00
Y01090704082800,0.520000,01,09,07,04,08,-28,00
Y01090704081313,2.320000,01,09,07,04,08,-13,13
Y01090704081214,20.440000,01,09,07,04,08,-12,14
Y01090704081115,0.950000,01,09,07,04,08,-11,15
Y01090704080521,0.540000,01,09,07,04,08,-05,21
Y01090704080422,62.260000,01,09,07,04,08,-04,22
Y01090704080323,130.000000,01,09,07,04,08,-03,23
Y01090704080125,11.610000,01,09,07,04,08,-01,25
Y01090704093000,4.866000,01,09,07,04,09,-30,00
Y01090704092800,1.240000,01,09,07,04,09,-28,00
Y01090704092600,0.980000,01,09,07,04,09,-26,00
Y01090704092105,5.950000,01,09,07,04,09,-21,05
Y01090704091709,4.060000,01,09,07,04,09,-17,09
Y01090704091610,21.330000,01,09,07,04,09,-16,10
Y01090704103000,9.636000,01,09,07,04,10,-30,00
Y01090704102900,4.761000,01,09,07,04,10,-29,00
Y01090704102700,4.050000,01,09,07,04,10,-27,00
Y01090704102600,3.040000,01,09,07,04,10,-26,00
Y01090704102402,4.300000,01,09,07,04,10,-24,02
Y01090704102303,1.690000,01,09,07,04,10,-23,03
Y01090704102204,4.390000,01,09,07,04,10,-22,04
Y01090704102105,53.580000,01,09,07,04,10,-21,05
Y01090704102006,58.790000,01,09,07,04,10,-20,06
Y01090704101907,5.070000,01,09,07,04,10,-19,07
Y01090704112000,56.310000,01,09,07,04,11,-20,00
Y01090704111900,23.560000,01,09,07,04,11,-19,00
Y01090704111800,4.710000,01,09,07,04,11,-18,00
Y01090704111701,1.740000,01,09,07,04,11,-17,01
Y01090704111503,1.450000,01,09,07,04,11,-15,03
Y01090704111404,374.300000,01,09,07,04,11,-14,04
Y01090704111305,52.590000,01,09,07,04,11,-13,05
Y01090704111206,5.500000,01,09,07,04,11,-12,06
Y01090704111107,31.030000,01,09,07,04,11,-11,07
Y01090704111008,44.300000,01,09,07,04,11,-10,08
Y01090704110909,1.140000,01,09,07,04,11,-09,09
Y01090704110810,51.260000,01,09,07,04,11,-08,10
Y01090704110711,32.930000,01,09,07,04,11,-07,11
Y01090704110216,188.200000,01,09,07,04,11,-02,16
Y01090704110117,5.900000,01,09,07,04,11,-01,17
Y01090704122000,138.400000,01,09,07,04,12,-20,00
Y01090704121404,8.440000,01,09,07,04,12,-14,04
Y01090704121305,43.490000,01,09,07,04,12,-13,05
Y01090704120909,69.760000,01,09,07,04,12,-09,09
Y01090704120810,20.920000,01,09,07,04,12,-08,10
Y01090704120513,12.340000,01,09,07,04,12,-05,13
Y01090901013000,10.440000,01,09,09,01,01,-30,00
Y01090901012900,1.549000,01,09,09,01,01,-29,00
Y01090901012800,2.490000,01,09,09,01,01,-28,00
Y01090901012700,3.430000,01,09,09,01,01,-27,00
Y01090901012600,53.930000,01,09,09,01,01,-26,00
Y01090901012500,27.580000,01,09,09,01,01,-25,00
Y01090901012400,1.910000,01,09,09,01,01,-24,00
Y01090901012300,3.030000,01,09,09,01,01,-23,00
Y01090901012201,18.300000,01,09,09,01,01,-22,01
Y01090901012102,0.400000,01,09,09,01,01,-21,02
Y01090901012003,2.070000,01,09,09,01,01,-20,03
Y01090901011904,5.970000,01,09,09,01,01,-19,04
Y01090901011508,2.040000,01,09,09,01,01,-15,08
Y01090901011409,11.410000,01,09,09,01,01,-14,09
Y01090901011310,3.920000,01,09,09,01,01,-13,10
Y01090901011211,35.320000,01,09,09,01,01,-12,11
Y01090901011112,10.980000,01,09,09,01,01,-11,12
Y01090901010716,19.060000,01,09,09,01,01,-07,16
Y01090901023000,10.300000,01,09,09,01,02,-30,00
Y01090901022800,95.720000,01,09,09,01,02,-28,00
Y01090901022500,32.170000,01,09,09,01,02,-25,00
Y01090901022400,41.400000,01,09,09,01,02,-24,00
Y01090901022300,0.160000,01,09,09,01,02,-23,00
Y01090901022201,12.180000,01,09,09,01,02,-22,01
Y01090901022102,0.200000,01,09,09,01,02,-21,02
Y01090901021904,36.600000,01,09,09,01,02,-19,04
Y01090901021607,0.930000,01,09,09,01,02,-16,07
Y01090901021409,6.050000,01,09,09,01,02,-14,09
Y01090901021310,0.650000,01,09,09,01,02,-13,10
Y01090901021013,0.480000,01,09,09,01,02,-10,13
Y01090901020221,5.020000,01,09,09,01,02,-02,21
Y01090901033000,0.237600,01,09,09,01,03,-30,00
Y01090901031211,18.020000,01,09,09,01,03,-12,11
Y01090901072600,11.090000,01,09,09,01,07,-26,00
Y01090901072501,62.610000,01,09,09,01,07,-25,01
Y01090901072402,43.090000,01,09,09,01,07,-24,02
Y01090901072303,69.520000,01,09,09,01,07,-23,03
Y01090901072006,7.820000,01,09,09,01,07,-20,06
Y01090901083000,5.808000,01,09,09,01,08,-30,00
Y01090901082800,31.330000,01,09,09,01,08,-28,00
Y01090901082501,49.980000,01,09,09,01,08,-25,01
Y01090901082402,59.790000,01,09,09,01,08,-24,02
Y01090901082303,523.700000,01,09,09,01,08,-23,03
Y01090901082204,1200.000000,01,09,09,01,08,-22,04
Y01090901082105,456.500000,01,09,09,01,08,-21,05
Y01090901082006,847.900000,01,09,09,01,08,-20,06
Y01090901081907,955.800000,01,09,09,01,08,-19,07
Y01090901081808,1559.000000,01,09,09,01,08,-18,08
Y01090901081709,157.800000,01,09,09,01,08,-17,09
Y01090901081610,2.310000,01,09,09,01,08,-16,10
Y01090901081511,345.800000,01,09,09,01,08,-15,11
Y01090901081412,327.600000,01,09,09,01,08,-14,12
Y01090901081313,153.100000,01,09,09,01,08,-13,13
Y01090901081214,587.900000,01,09,09,01,08,-12,14
Y01090901081115,297.200000,01,09,09,01,08,-11,15
Y01090901081016,249.800000,01,09,09,01,08,-10,16
Y01090901080917,194.400000,01,09,09,01,08,-09,17
Y01090901080818,177.900000,01,09,09,01,08,-08,18
Y01090901080719,204.200000,01,09,09,01,08,-07,19
Y01090901080620,67.630000,01,09,09,01,08,-06,20
Y01090901080521,153.100000,01,09,09,01,08,-05,21
Y01090901080422,138.900000,01,09,09,01,08,-04,22
Y01090901080323,203.400000,01,09,09,01,08,-03,23
Y01090901080224,107.200000,01,09,09,01,08,-02,24
Y01090901080125,401.800000,01,09,09,01,08,-01,25
Y01090901093000,0.440000,01,09,09,01,09,-30,00
Y01090901092600,66.660000,01,09,09,01,09,-26,00
Y01090901092501,201.100000,01,09,09,01,09,-25,01
Y01090901092402,3.050000,01,09,09,01,09,-24,02
Y01090901092303,24.320000,01,09,09,01,09,-23,03
Y01090901092204,57.100000,01,09,09,01,09,-22,04
Y01090901092105,80.910000,01,09,09,01,09,-21,05
Y01090901092006,15.730000,01,09,09,01,09,-20,06
Y01090901091907,32.250000,01,09,09,01,09,-19,07
Y01090901091808,1.210000,01,09,09,01,09,-18,08
Y01090901091709,163.900000,01,09,09,01,09,-17,09
Y01090901091610,111.400000,01,09,09,01,09,-16,10
Y01090901091313,7.340000,01,09,09,01,09,-13,13
Y01090901091016,46.050000,01,09,09,01,09,-10,16
Y01090901090917,10.700000,01,09,09,01,09,-09,17
Y01090901090818,120.800000,01,09,09,01,09,-08,18
Y01090901090719,39.460000,01,09,09,01,09,-07,19
Y01090901090422,4.380000,01,09,09,01,09,-04,22
Y01090901090323,11.900000,01,09,09,01,09,-03,23
Y01090901090125,193.200000,01,09,09,01,09,-01,25
Y01090901103000,26.070000,01,09,09,01,10,-30,00
Y01090901102600,0.870000,01,09,09,01,10,-26,00
Y01090901102501,164.400000,01,09,09,01,10,-25,01
Y01090901102402,51.280000,01,09,09,01,10,-24,02
Y01090901102303,6.400000,01,09,09,01,10,-23,03
Y01090901102204,41.110000,01,09,09,01,10,-22,04
Y01090901102105,210.700000,01,09,09,01,10,-21,05
Y01090901102006,221.800000,01,09,09,01,10,-20,06
Y01090901101907,89.210000,01,09,09,01,10,-19,07
Y01090901101808,4.860000,01,09,09,01,10,-18,08
Y01090901101709,150.500000,01,09,09,01,10,-17,09
Y01090901101610,13.380000,01,09,09,01,10,-16,10
Y01090901101511,63.790000,01,09,09,01,10,-15,11
Y01090901101412,14.590000,01,09,09,01,10,-14,12
Y01090901101016,26.740000,01,09,09,01,10,-10,16
Y01090901112000,60.270000,01,09,09,01,11,-20,00
Y01090901111900,6.700000,01,09,09,01,11,-19,00
Y01090901111800,7.590000,01,09,09,01,11,-18,00
Y01090901111701,232.400000,01,09,09,01,11,-17,01
Y01090901111602,166.200000,01,09,09,01,11,-16,02
Y01090901111503,10.880000,01,09,09,01,11,-15,03
Y01090901111404,66.920000,01,09,09,01,11,-14,04
Y01090901111305,7.860000,01,09,09,01,11,-13,05
Y01090901111206,4.010000,01,09,09,01,11,-12,06
Y01090901111107,19.590000,01,09,09,01,11,-11,07
Y01090901111008,19.290000,01,09,09,01,11,-10,08
Y01090901110810,20.400000,01,09,09,01,11,-08,10
Y01090901110711,15.070000,01,09,09,01,11,-07,11
Y01090901110216,0.280000,01,09,09,01,11,-02,16
Y01090901110117,63.890000,01,09,09,01,11,-01,17
Y01090901122000,461.500000,01,09,09,01,12,-20,00
Y01090901121701,0.520000,01,09,09,01,12,-17,01
Y01090901121206,5.670000,01,09,09,01,12,-12,06
Y01090901121107,8.430000,01,09,09,01,12,-11,07
Y01090902013000,7.154000,01,09,09,02,01,-30,00
Y01090902012800,16.100000,01,09,09,02,01,-28,00
Y01090902012700,9.870000,01,09,09,02,01,-27,00
Y01090902012600,72.200000,01,09,09,02,01,-26,00
Y01090902012400,2.010000,01,09,09,02,01,-24,00
Y01090902012300,26.640000,01,09,09,02,01,-23,00
Y01090902012201,48.370000,01,09,09,02,01,-22,01
Y01090902011904,0.250000,01,09,09,02,01,-19,04
Y01090902011805,1.270000,01,09,09,02,01,-18,05
Y01090902011706,0.730000,01,09,09,02,01,-17,06
Y01090902011607,1.450000,01,09,09,02,01,-16,07
Y01090902011310,22.570000,01,09,09,02,01,-13,10
Y01090902011211,22.130000,01,09,09,02,01,-12,11
Y01090902022900,12.440000,01,09,09,02,02,-29,00
Y01090902022800,4.160000,01,09,09,02,02,-28,00
Y01090902022600,13.720000,01,09,09,02,02,-26,00
Y01090902022500,0.280000,01,09,09,02,02,-25,00
Y01090902022400,27.000000,01,09,09,02,02,-24,00
Y01090902022300,38.290000,01,09,09,02,02,-23,00
Y01090902022003,2.690000,01,09,09,02,02,-20,03
Y01090902021904,25.040000,01,09,09,02,02,-19,04
Y01090902021706,49.840000,01,09,09,02,02,-17,06
Y01090902021607,10.210000,01,09,09,02,02,-16,07
Y01090902021310,7.380000,01,09,09,02,02,-13,10
Y01090902021211,32.090000,01,09,09,02,02,-12,11
Y01090902032003,0.650000,01,09,09,02,03,-20,03
Y01090902072402,61.680000,01,09,09,02,07,-24,02
Y01090902072303,22.450000,01,09,09,02,07,-23,03
Y01090902072006,52.470000,01,09,09,02,07,-20,06
Y01090902071808,5.830000,01,09,09,02,07,-18,08
Y01090902083000,3.643000,01,09,09,02,08,-30,00
Y01090902082800,2.700000,01,09,09,02,08,-28,00
Y01090902082204,61.530000,01,09,09,02,08,-22,04
Y01090902082006,50.810000,01,09,09,02,08,-20,06
Y01090902081907,205.400000,01,09,09,02,08,-19,07
Y01090902081808,41.660000,01,09,09,02,08,-18,08
Y01090902081709,100.500000,01,09,09,02,08,-17,09
Y01090902081610,11.140000,01,09,09,02,08,-16,10
Y01090902081511,72.510000,01,09,09,02,08,-15,11
Y01090902081412,31.640000,01,09,09,02,08,-14,12
Y01090902081313,13.960000,01,09,09,02,08,-13,13
Y01090902081214,53.550000,01,09,09,02,08,-12,14
Y01090902081115,32.490000,01,09,09,02,08,-11,15
Y01090902081016,33.540000,01,09,09,02,08,-10,16
Y01090902080917,33.080000,01,09,09,02,08,-09,17
