variable,value,prop,region,zona,sitio,manejo,plantacion,cosecha
Y01090602081610,53.160000,01,09,06,02,08,-16,10
Y01090602081511,59.450000,01,09,06,02,08,-15,11
Y01090602081412,536.400000,01,09,06,02,08,-14,12
Y01090602081313,1287.000000,01,09,06,02,08,-13,13
Y01090602081214,374.500000,01,09,06,02,08,-12,14
Y01090602081115,480.600000,01,09,06,02,08,-11,15
Y01090602081016,350.900000,01,09,06,02,08,-10,16
Y01090602080917,146.500000,01,09,06,02,08,-09,17
Y01090602080818,106.100000,01,09,06,02,08,-08,18
Y01090602080719,47.380000,01,09,06,02,08,-07,19
Y01090602080620,67.960000,01,09,06,02,08,-06,20
Y01090602080521,212.000000,01,09,06,02,08,-05,21
Y01090602080422,589.700000,01,09,06,02,08,-04,22
Y01090602080323,42.850000,01,09,06,02,08,-03,23
Y01090602080224,439.900000,01,09,06,02,08,-02,24
Y01090602080125,200.100000,01,09,06,02,08,-01,25
Y01090602092204,5.190000,01,09,06,02,09,-22,04
Y01090602092006,22.890000,01,09,06,02,09,-20,06
Y01090602091610,1.110000,01,09,06,02,09,-16,10
Y01090602090620,42.660000,01,09,06,02,09,-06,20
Y01090602102700,7.280000,01,09,06,02,10,-27,00
Y01090602102600,55.240000,01,09,06,02,10,-26,00
Y01090602102204,3.340000,01,09,06,02,10,-22,04
Y01090602102006,38.130000,01,09,06,02,10,-20,06
Y01090602101511,3.990000,01,09,06,02,10,-15,11
Y01090602110810,2.370000,01,09,06,02,11,-08,10
Y01090603013000,27.660000,01,09,06,03,01,-30,00
Y01090603012800,3.010000,01,09,06,03,01,-28,00
Y01090603012600,10.700000,01,09,06,03,01,-26,00
Y01090603012500,27.160000,01,09,06,03,01,-25,00
Y01090603012400,26.750000,01,09,06,03,01,-24,00
Y01090603012300,5.350000,01,09,06,03,01,-23,00
Y01090603012201,69.540000,01,09,06,03,01,-22,01
Y01090603012003,46.360000,01,09,06,03,01,-20,03
Y01090603011805,0.960000,01,09,06,03,01,-18,05
Y01090603011706,63.720000,01,09,06,03,01,-17,06
Y01090603011607,16.100000,01,09,06,03,01,-16,07
Y01090603011508,1.060000,01,09,06,03,01,-15,08
Y01090603011310,3.840000,01,09,06,03,01,-13,10
Y01090603011211,25.550000,01,09,06,03,01,-12,11
Y01090603010716,0.100000,01,09,06,03,01,-07,16
Y01090603023000,1.892000,01,09,06,03,02,-30,00
Y01090603022800,1.140000,01,09,06,03,02,-28,00
Y01090603022300,48.520000,01,09,06,03,02,-23,00
Y01090603022201,56.450000,01,09,06,03,02,-22,01
Y01090603022102,25.000000,01,09,06,03,02,-21,02
Y01090603021904,144.200000,01,09,06,03,02,-19,04
Y01090603021706,17.040000,01,09,06,03,02,-17,06
Y01090603021607,110.700000,01,09,06,03,02,-16,07
Y01090603021508,25.990000,01,09,06,03,02,-15,08
Y01090603021409,148.700000,01,09,06,03,02,-14,09
Y01090603021310,0.640000,01,09,06,03,02,-13,10
Y01090603021211,1.790000,01,09,06,03,02,-12,11
Y01090603021112,129.800000,01,09,06,03,02,-11,12
Y01090603020914,178.400000,01,09,06,03,02,-09,14
Y01090603020815,148.500000,01,09,06,03,02,-08,15
Y01090603020716,168.700000,01,09,06,03,02,-07,16
Y01090603020617,150.400000,01,09,06,03,02,-06,17
Y01090603020419,132.300000,01,09,06,03,02,-04,19
Y01090603032800,2.420000,01,09,06,03,03,-28,00
Y01090603032700,22.220000,01,09,06,03,03,-27,00
Y01090603032600,24.310000,01,09,06,03,03,-26,00
Y01090603073000,6.582000,01,09,06,03,07,-30,00
Y01090603072700,3.990000,01,09,06,03,07,-27,00
Y01090603072600,0.720000,01,09,06,03,07,-26,00
Y01090603072501,57.570000,01,09,06,03,07,-25,01
Y01090603072303,66.650000,01,09,06,03,07,-23,03
Y01090603072204,166.400000,01,09,06,03,07,-22,04
Y01090603072105,41.970000,01,09,06,03,07,-21,05
Y01090603072006,33.010000,01,09,06,03,07,-20,06
Y01090603071214,34.690000,01,09,06,03,07,-12,14
Y01090603083000,51.460000,01,09,06,03,08,-30,00
Y01090603082900,43.860000,01,09,06,03,08,-29,00
Y01090603082800,2.200000,01,09,06,03,08,-28,00
Y01090603082700,5.250000,01,09,06,03,08,-27,00
Y01090603082402,16.170000,01,09,06,03,08,-24,02
Y01090603082303,5.510000,01,09,06,03,08,-23,03
Y01090603082204,40.950000,01,09,06,03,08,-22,04
Y01090603082105,10.450000,01,09,06,03,08,-21,05
Y01090603082006,16.710000,01,09,06,03,08,-20,06
Y01090603081808,125.600000,01,09,06,03,08,-18,08
Y01090603081709,8.750000,01,09,06,03,08,-17,09
Y01090603081610,817.400000,01,09,06,03,08,-16,10
Y01090603081313,53.990000,01,09,06,03,08,-13,13
Y01090603081214,57.930000,01,09,06,03,08,-12,14
Y01090603081016,263.700000,01,09,06,03,08,-10,16
Y01090603080917,42.270000,01,09,06,03,08,-09,17
Y01090603080422,70.920000,01,09,06,03,08,-04,22
Y01090603080323,572.400000,01,09,06,03,08,-03,23
Y01090603080224,135.000000,01,09,06,03,08,-02,24
Y01090603080125,5.920000,01,09,06,03,08,-01,25
Y01090603092800,41.790000,01,09,06,03,09,-28,00
Y01090603092700,2.660000,01,09,06,03,09,-27,00
Y01090603092600,7.220000,01,09,06,03,09,-26,00
Y01090603092204,0.140000,01,09,06,03,09,-22,04
Y01090603092105,35.330000,01,09,06,03,09,-21,05
Y01090603092006,4.200000,01,09,06,03,09,-20,06
Y01090603091313,91.390000,01,09,06,03,09,-13,13
Y01090603103000,1.954000,01,09,06,03,10,-30,00
Y01090603102800,1.930000,01,09,06,03,10,-28,00
Y01090603102700,11.340000,01,09,06,03,10,-27,00
Y01090603102600,54.800000,01,09,06,03,10,-26,00
Y01090603102501,24.820000,01,09,06,03,10,-25,01
Y01090603102204,0.880000,01,09,06,03,10,-22,04
Y01090603102105,70.050000,01,09,06,03,10,-21,05
Y01090603102006,50.850000,01,09,06,03,10,-20,06
Y01090603101907,5.980000,01,09,06,03,10,-19,07
Y01090603101808,4.690000,01,09,06,03,10,-18,08
Y01090603101115,31.830000,01,09,06,03,10,-11,15
Y01090603101016,12.650000,01,09,06,03,10,-10,16
Y01090603100917,53.320000,01,09,06,03,10,-09,17
Y01090603100818,52.860000,01,09,06,03,10,-08,18
Y01090603100719,32.230000,01,09,06,03,10,-07,19
Y01090603100620,712.500000,01,09,06,03,10,-06,20
Y01090603100521,26.130000,01,09,06,03,10,-05,21
Y01090603100422,426.900000,01,09,06,03,10,-04,22
Y01090603100323,31.190000,01,09,06,03,10,-03,23
Y01090603100224,72.070000,01,09,06,03,10,-02,24
Y01090603111900,3.040000,01,09,06,03,11,-19,00
Y01090603122000,1.180000,01,09,06,03,12,-20,00
Y01090604013000,25.560000,01,09,06,04,01,-30,00
Y01090604012800,18.900000,01,09,06,04,01,-28,00
Y01090604012700,8.560000,01,09,06,04,01,-27,00
Y01090604012600,25.610000,01,09,06,04,01,-26,00
Y01090604012500,22.360000,01,09,06,04,01,-25,00
Y01090604012400,9.740000,01,09,06,04,01,-24,00
Y01090604012300,71.630000,01,09,06,04,01,-23,00
Y01090604012003,4.190000,01,09,06,04,01,-20,03
Y01090604011805,0.120000,01,09,06,04,01,-18,05
Y01090604011706,18.900000,01,09,06,04,01,-17,06
Y01090604011508,68.830000,01,09,06,04,01,-15,08
Y01090604011310,17.080000,01,09,06,04,01,-13,10
Y01090604010716,133.400000,01,09,06,04,01,-07,16
Y01090604023000,8.193000,01,09,06,04,02,-30,00
Y01090604022800,0.570000,01,09,06,04,02,-28,00
Y01090604022700,7.710000,01,09,06,04,02,-27,00
Y01090604022500,5.670000,01,09,06,04,02,-25,00
Y01090604022400,22.180000,01,09,06,04,02,-24,00
Y01090604022300,9.850000,01,09,06,04,02,-23,00
Y01090604022201,58.030000,01,09,06,04,02,-22,01
Y01090604022003,20.620000,01,09,06,04,02,-20,03
Y01090604021805,15.640000,01,09,06,04,02,-18,05
Y01090604021706,218.800000,01,09,06,04,02,-17,06
Y01090604021607,209.100000,01,09,06,04,02,-16,07
Y01090604021310,70.890000,01,09,06,04,02,-13,10
Y01090604021211,7.890000,01,09,06,04,02,-12,11
Y01090604021112,3.350000,01,09,06,04,02,-11,12
Y01090604021013,87.640000,01,09,06,04,02,-10,13
Y01090604020914,75.120000,01,09,06,04,02,-09,14
Y01090604020815,36.170000,01,09,06,04,02,-08,15
Y01090604020716,49.540000,01,09,06,04,02,-07,16
Y01090604020617,41.350000,01,09,06,04,02,-06,17
Y01090604020518,267.300000,01,09,06,04,02,-05,18
Y01090604020419,292.900000,01,09,06,04,02,-04,19
Y01090604020320,74.790000,01,09,06,04,02,-03,20
Y01090604020221,108.400000,01,09,06,04,02,-02,21
Y01090604020122,96.980000,01,09,06,04,02,-01,22
Y01090604033000,5.518000,01,09,06,04,03,-30,00
Y01090604032700,0.600000,01,09,06,04,03,-27,00
Y01090604032600,1.560000,01,09,06,04,03,-26,00
Y01090604031508,19.320000,01,09,06,04,03,-15,08
Y01090604031112,5.840000,01,09,06,04,03,-11,12
Y01090604073000,1.857000,01,09,06,04,07,-30,00
Y01090604072600,10.290000,01,09,06,04,07,-26,00
Y01090604083000,10.010000,01,09,06,04,08,-30,00
Y01090604082700,23.100000,01,09,06,04,08,-27,00
Y01090604081412,307.100000,01,09,06,04,08,-14,12
Y01090604081214,167.700000,01,09,06,04,08,-12,14
Y01090604080422,53.100000,01,09,06,04,08,-04,22
Y01090604080323,286.300000,01,09,06,04,08,-03,23
Y01090604093000,45.350000,01,09,06,04,09,-30,00
Y01090604092900,1.575000,01,09,06,04,09,-29,00
Y01090604092800,60.550000,01,09,06,04,09,-28,00
Y01090604092700,12.940000,01,09,06,04,09,-27,00
Y01090604092600,52.350000,01,09,06,04,09,-26,00
Y01090604092303,13.620000,01,09,06,04,09,-23,03
Y01090604092105,145.200000,01,09,06,04,09,-21,05
Y01090604092006,7.100000,01,09,06,04,09,-20,06
Y01090604103000,22.620000,01,09,06,04,10,-30,00
Y01090604102900,8.492000,01,09,06,04,10,-29,00
Y01090604102800,54.870000,01,09,06,04,10,-28,00
Y01090604102700,6.800000,01,09,06,04,10,-27,00
Y01090604102501,22.600000,01,09,06,04,10,-25,01
Y01090604102402,15.800000,01,09,06,04,10,-24,02
Y01090604102303,7.260000,01,09,06,04,10,-23,03
Y01090604102105,145.600000,01,09,06,04,10,-21,05
Y01090604102006,101.300000,01,09,06,04,10,-20,06
Y01090604112000,2.730000,01,09,06,04,11,-20,00
Y01090604111206,6.960000,01,09,06,04,11,-12,06
Y01090604122000,100.400000,01,09,06,04,12,-20,00
Y01090604121900,0.220000,01,09,06,04,12,-19,00
Y01090604121800,3.330000,01,09,06,04,12,-18,00
Y01090604120414,1.980000,01,09,06,04,12,-04,14
Y01090604120216,77.690000,01,09,06,04,12,-02,16
Y01090604120117,95.040000,01,09,06,04,12,-01,17
Y01090701013000,0.853600,01,09,07,01,01,-30,00
Y01090701012900,23.150000,01,09,07,01,01,-29,00
Y01090701012800,20.970000,01,09,07,01,01,-28,00
Y01090701012700,46.890000,01,09,07,01,01,-27,00
Y01090701012600,18.080000,01,09,07,01,01,-26,00
Y01090701012500,39.190000,01,09,07,01,01,-25,00
Y01090701012400,2.290000,01,09,07,01,01,-24,00
Y01090701012300,36.610000,01,09,07,01,01,-23,00
Y01090701012201,1.600000,01,09,07,01,01,-22,01
Y01090701012102,17.060000,01,09,07,01,01,-21,02
Y01090701012003,57.550000,01,09,07,01,01,-20,03
Y01090701011904,8.500000,01,09,07,01,01,-19,04
Y01090701011805,0.960000,01,09,07,01,01,-18,05
Y01090701011706,11.290000,01,09,07,01,01,-17,06
Y01090701011607,67.960000,01,09,07,01,01,-16,07
Y01090701011508,0.060000,01,09,07,01,01,-15,08
Y01090701011409,15.720000,01,09,07,01,01,-14,09
Y01090701011310,4.850000,01,09,07,01,01,-13,10
Y01090701011211,119.400000,01,09,07,01,01,-12,11
Y01090701011112,34.080000,01,09,07,01,01,-11,12
Y01090701010914,9.510000,01,09,07,01,01,-09,14
Y01090701010815,1.590000,01,09,07,01,01,-08,15
Y01090701010518,135.400000,01,09,07,01,01,-05,18
Y01090701010221,39.480000,01,09,07,01,01,-02,21
Y01090701010122,73.260000,01,09,07,01,01,-01,22
Y01090701022900,0.264000,01,09,07,01,02,-29,00
Y01090701022800,11.700000,01,09,07,01,02,-28,00
Y01090701022700,5.100000,01,09,07,01,02,-27,00
Y01090701022600,1.640000,01,09,07,01,02,-26,00
Y01090701022500,4.500000,01,09,07,01,02,-25,00
Y01090701022400,0.940000,01,09,07,01,02,-24,00
Y01090701022300,20.870000,01,09,07,01,02,-23,00
Y01090701022201,0.470000,01,09,07,01,02,-22,01
Y01090701022102,10.810000,01,09,07,01,02,-21,02
Y01090701021706,43.400000,01,09,07,01,02,-17,06
Y01090701021607,21.370000,01,09,07,01,02,-16,07
Y01090701021508,25.820000,01,09,07,01,02,-15,08
Y01090701021409,194.000000,01,09,07,01,02,-14,09
Y01090701021310,10.030000,01,09,07,01,02,-13,10
Y01090701021013,136.100000,01,09,07,01,02,-10,13
Y01090701020914,189.700000,01,09,07,01,02,-09,14
Y01090701020815,12.370000,01,09,07,01,02,-08,15
Y01090701020518,95.270000,01,09,07,01,02,-05,18
Y01090701020320,18.520000,01,09,07,01,02,-03,20
Y01090701020122,5.670000,01,09,07,01,02,-01,22
Y01090701033000,18.880000,01,09,07,01,03,-30,00
Y01090701032800,10.330000,01,09,07,01,03,-28,00
Y01090701032700,1.350000,01,09,07,01,03,-27,00
Y01090701032600,2.240000,01,09,07,01,03,-26,00
Y01090701032300,3.670000,01,09,07,01,03,-23,00
Y01090701032003,0.460000,01,09,07,01,03,-20,03
Y01090701031607,0.140000,01,09,07,01,03,-16,07
Y01090701031409,0.290000,01,09,07,01,03,-14,09
Y01090701031112,4.560000,01,09,07,01,03,-11,12
Y01090701072700,25.890000,01,09,07,01,07,-27,00
Y01090701072600,31.550000,01,09,07,01,07,-26,00
Y01090701072501,149.100000,01,09,07,01,07,-25,01
Y01090701072402,61.630000,01,09,07,01,07,-24,02
Y01090701072303,285.800000,01,09,07,01,07,-23,03
Y01090701072204,433.300000,01,09,07,01,07,-22,04
Y01090701072105,379.600000,01,09,07,01,07,-21,05
Y01090701072006,366.400000,01,09,07,01,07,-20,06
Y01090701071709,1.480000,01,09,07,01,07,-17,09
Y01090701071214,16.370000,01,09,07,01,07,-12,14
Y01090701083000,23.380000,01,09,07,01,08,-30,00
Y01090701082900,1.646000,01,09,07,01,08,-29,00
Y01090701082800,50.380000,01,09,07,01,08,-28,00
Y01090701082700,109.000000,01,09,07,01,08,-27,00
Y01090701082600,10.740000,01,09,07,01,08,-26,00
Y01090701082501,169.900000,01,09,07,01,08,-25,01
Y01090701082402,233.700000,01,09,07,01,08,-24,02
Y01090701082303,358.500000,01,09,07,01,08,-23,03
Y01090701082204,995.200000,01,09,07,01,08,-22,04
Y01090701082105,1032.000000,01,09,07,01,08,-21,05
Y01090701082006,560.800000,01,09,07,01,08,-20,06
Y01090701081907,877.100000,01,09,07,01,08,-19,07
Y01090701081808,869.200000,01,09,07,01,08,-18,08
Y01090701081709,1261.000000,01,09,07,01,08,-17,09
Y01090701081610,905.900000,01,09,07,01,08,-16,10
Y01090701081511,1200.000000,01,09,07,01,08,-15,11
Y01090701081412,711.800000,01,09,07,01,08,-14,12
Y01090701081313,323.800000,01,09,07,01,08,-13,13
Y01090701081214,808.600000,01,09,07,01,08,-12,14
Y01090701081115,1334.000000,01,09,07,01,08,-11,15
Y01090701081016,651.000000,01,09,07,01,08,-10,16
Y01090701080917,768.800000,01,09,07,01,08,-09,17
Y01090701080818,506.000000,01,09,07,01,08,-08,18
Y01090701080719,635.000000,01,09,07,01,08,-07,19
Y01090701080620,501.900000,01,09,07,01,08,-06,20
Y01090701080521,478.100000,01,09,07,01,08,-05,21
Y01090701080422,70.420000,01,09,07,01,08,-04,22
Y01090701080323,361.500000,01,09,07,01,08,-03,23
Y01090701080224,956.100000,01,09,07,01,08,-02,24
Y01090701080125,606.600000,01,09,07,01,08,-01,25
Y01090701092800,47.710000,01,09,07,01,09,-28,00
Y01090701092700,3.100000,01,09,07,01,09,-27,00
Y01090701092600,178.200000,01,09,07,01,09,-26,00
Y01090701092501,58.630000,01,09,07,01,09,-25,01
Y01090701092204,87.520000,01,09,07,01,09,-22,04
Y01090701092105,61.620000,01,09,07,01,09,-21,05
Y01090701092006,121.200000,01,09,07,01,09,-20,06
Y01090701091907,81.200000,01,09,07,01,09,-19,07
Y01090701091808,127.000000,01,09,07,01,09,-18,08
Y01090701091709,21.610000,01,09,07,01,09,-17,09
Y01090701091610,9.860000,01,09,07,01,09,-16,10
Y01090701091511,17.970000,01,09,07,01,09,-15,11
Y01090701091412,61.710000,01,09,07,01,09,-14,12
Y01090701091313,96.270000,01,09,07,01,09,-13,13
Y01090701091214,48.440000,01,09,07,01,09,-12,14
Y01090701091115,1.010000,01,09,07,01,09,-11,15
Y01090701091016,225.200000,01,09,07,01,09,-10,16
Y01090701090917,221.100000,01,09,07,01,09,-09,17
Y01090701090818,825.300000,01,09,07,01,09,-08,18
Y01090701090719,394.100000,01,09,07,01,09,-07,19
Y01090701090620,761.800000,01,09,07,01,09,-06,20
Y01090701090521,136.600000,01,09,07,01,09,-05,21
Y01090701090422,297.500000,01,09,07,01,09,-04,22
Y01090701090323,147.900000,01,09,07,01,09,-03,23
Y01090701090224,282.200000,01,09,07,01,09,-02,24
Y01090701090125,655.700000,01,09,07,01,09,-01,25
Y01090701103000,3.124000,01,09,07,01,10,-30,00
Y01090701102900,2.050000,01,09,07,01,10,-29,00
Y01090701102800,17.260000,01,09,07,01,10,-28,00
Y01090701102700,75.290000,01,09,07,01,10,-27,00
Y01090701102600,267.200000,01,09,07,01,10,-26,00
Y01090701102501,40.660000,01,09,07,01,10,-25,01
Y01090701102402,38.780000,01,09,07,01,10,-24,02
Y01090701102303,8.580000,01,09,07,01,10,-23,03
Y01090701102204,260.000000,01,09,07,01,10,-22,04
Y01090701102105,758.300000,01,09,07,01,10,-21,05
Y01090701102006,113.500000,01,09,07,01,10,-20,06
Y01090701101907,395.800000,01,09,07,01,10,-19,07
Y01090701101808,150.200000,01,09,07,01,10,-18,08
Y01090701101709,123.400000,01,09,07,01,10,-17,09
Y01090701101610,450.600000,01,09,07,01,10,-16,10
Y01090701101511,863.400000,01,09,07,01,10,-15,11
Y01090701101412,577.600000,01,09,07,01,10,-14,12
Y01090701101313,277.600000,01,09,07,01,10,-13,13
Y01090701101214,135.200000,01,09,07,01,10,-12,14
Y01090701101115,142.400000,01,09,07,01,10,-11,15
Y01090701101016,79.000000,01,09,07,01,10,-10,16
Y01090701100917,367.500000,01,09,07,01,10,-09,17
Y01090701112000,160.400000,01,09,07,01,11,-20,00
Y01090701111900,45.440000,01,09,07,01,11,-19,00
Y01090701111800,178.900000,01,09,07,01,11,-18,00
Y01090701111701,64.370000,01,09,07,01,11,-17,01
Y01090701111602,122.200000,01,09,07,01,11,-16,02
Y01090701111503,467.500000,01,09,07,01,11,-15,03
Y01090701111404,455.400000,01,09,07,01,11,-14,04
Y01090701111305,197.200000,01,09,07,01,11,-13,05
Y01090701111206,1413.000000,01,09,07,01,11,-12,06
Y01090701111107,2073.000000,01,09,07,01,11,-11,07
Y01090701111008,1763.000000,01,09,07,01,11,-10,08
Y01090701110909,2121.000000,01,09,07,01,11,-09,09
Y01090701110810,4673.000000,01,09,07,01,11,-08,10
Y01090701110711,2565.000000,01,09,07,01,11,-07,11
Y01090701110612,2199.000000,01,09,07,01,11,-06,12
Y01090701110513,1968.000000,01,09,07,01,11,-05,13
Y01090701110414,1531.000000,01,09,07,01,11,-04,14
Y01090701110315,1002.000000,01,09,07,01,11,-03,15
Y01090701110216,1537.000000,01,09,07,01,11,-02,16
Y01090701110117,2178.000000,01,09,07,01,11,-01,17
Y01090701122000,1199.000000,01,09,07,01,12,-20,00
Y01090701121900,274.200000,01,09,07,01,12,-19,00
Y01090701121800,209.300000,01,09,07,01,12,-18,00
Y01090701121701,180.500000,01,09,07,01,12,-17,01
Y01090701121602,33.050000,01,09,07,01,12,-16,02
Y01090701121503,55.180000,01,09,07,01,12,-15,03
Y01090701121404,1.190000,01,09,07,01,12,-14,04
Y01090701121305,8.000000,01,09,07,01,12,-13,05
Y01090701121206,303.300000,01,09,07,01,12,-12,06
Y01090701121107,202.800000,01,09,07,01,12,-11,07
Y01090701121008,761.400000,01,09,07,01,12,-10,08
Y01090701120909,422.800000,01,09,07,01,12,-09,09
Y01090701120810,1020.000000,01,09,07,01,12,-08,10
Y01090701120711,1297.000000,01,09,07,01,12,-07,11
Y01090701120612,888.100000,01,09,07,01,12,-06,12
Y01090701120513,621.100000,01,09,07,01,12,-05,13
Y01090701120414,1170.000000,01,09,07,01,12,-04,14
Y01090701120315,912.700000,01,09,07,01,12,-03,15
Y01090701120216,1465.000000,01,09,07,01,12,-02,16
Y01090701120117,1005.000000,01,09,07,01,12,-01,17
Y01090702013000,29.720000,01,09,07,02,01,-30,00
Y01090702012900,37.500000,01,09,07,02,01,-29,00
Y01090702012800,10.950000,01,09,07,02,01,-28,00
Y01090702012700,25.270000,01,09,07,02,01,-27,00
Y01090702012600,43.620000,01,09,07,02,01,-26,00
Y01090702012500,33.240000,01,09,07,02,01,-25,00
Y01090702012400,48.680000,01,09,07,02,01,-24,00
Y01090702012300,64.590000,01,09,07,02,01,-23,00
Y01090702012201,287.000000,01,09,07,02,01,-22,01
Y01090702012102,19.260000,01,09,07,02,01,-21,02
Y01090702012003,132.400000,01,09,07,02,01,-20,03
Y01090702011904,47.690000,01,09,07,02,01,-19,04
Y01090702011805,13.260000,01,09,07,02,01,-18,05
Y01090702011607,27.890000,01,09,07,02,01,-16,07
Y01090702011409,45.640000,01,09,07,02,01,-14,09
Y01090702011211,384.200000,01,09,07,02,01,-12,11
Y01090702011112,171.900000,01,09,07,02,01,-11,12
Y01090702011013,27.410000,01,09,07,02,01,-10,13
Y01090702010914,147.700000,01,09,07,02,01,-09,14
Y01090702010815,6.060000,01,09,07,02,01,-08,15
Y01090702010716,24.840000,01,09,07,02,01,-07,16
Y01090702010419,154.600000,01,09,07,02,01,-04,19
Y01090702010122,196.100000,01,09,07,02,01,-01,22
Y01090702023000,59.960000,01,09,07,02,02,-30,00
Y01090702022800,0.840000,01,09,07,02,02,-28,00
Y01090702022700,1.030000,01,09,07,02,02,-27,00
Y01090702022600,102.700000,01,09,07,02,02,-26,00
Y01090702022500,50.940000,01,09,07,02,02,-25,00
Y01090702022400,79.480000,01,09,07,02,02,-24,00
Y01090702022300,0.800000,01,09,07,02,02,-23,00
Y01090702022201,16.470000,01,09,07,02,02,-22,01
Y01090702022102,3.950000,01,09,07,02,02,-21,02
Y01090702022003,65.330000,01,09,07,02,02,-20,03
Y01090702021904,40.220000,01,09,07,02,02,-19,04
Y01090702021805,53.180000,01,09,07,02,02,-18,05
Y01090702021706,301.100000,01,09,07,02,02,-17,06
Y01090702021607,68.170000,01,09,07,02,02,-16,07
Y01090702021508,64.190000,01,09,07,02,02,-15,08
Y01090702021409,256.900000,01,09,07,02,02,-14,09
Y01090702021310,213.700000,01,09,07,02,02,-13,10
Y01090702021211,9.840000,01,09,07,02,02,-12,11
Y01090702021112,63.300000,01,09,07,02,02,-11,12
Y01090702020914,31.860000,01,09,07,02,02,-09,14
Y01090702020815,276.100000,01,09,07,02,02,-08,15
Y01090702020716,20.380000,01,09,07,02,02,-07,16
Y01090702020617,20.900000,01,09,07,02,02,-06,17
Y01090702020518,321.200000,01,09,07,02,02,-05,18
Y01090702020419,98.370000,01,09,07,02,02,-04,19
Y01090702020221,10.640000,01,09,07,02,02,-02,21
Y01090702020122,62.600000,01,09,07,02,02,-01,22
Y01090702033000,0.792000,01,09,07,02,03,-30,00
Y01090702032900,8.774000,01,09,07,02,03,-29,00
Y01090702032700,9.590000,01,09,07,02,03,-27,00
Y01090702032500,8.440000,01,09,07,02,03,-25,00
Y01090702032300,11.520000,01,09,07,02,03,-23,00
Y01090702032201,16.030000,01,09,07,02,03,-22,01
Y01090702031112,7.640000,01,09,07,02,03,-11,12
Y01090702073000,10.630000,01,09,07,02,07,-30,00
Y01090702072900,4.092000,01,09,07,02,07,-29,00
Y01090702072800,6.430000,01,09,07,02,07,-28,00
Y01090702072700,6.930000,01,09,07,02,07,-27,00
Y01090702072600,95.290000,01,09,07,02,07,-26,00
Y01090702072501,200.200000,01,09,07,02,07,-25,01
Y01090702072402,116.100000,01,09,07,02,07,-24,02
Y01090702072303,145.300000,01,09,07,02,07,-23,03
Y01090702072204,321.600000,01,09,07,02,07,-22,04
Y01090702072105,547.800000,01,09,07,02,07,-21,05
Y01090702072006,651.100000,01,09,07,02,07,-20,06
Y01090702071313,29.840000,01,09,07,02,07,-13,13
Y01090702071115,8.340000,01,09,07,02,07,-11,15
Y01090702070917,44.140000,01,09,07,02,07,-09,17
Y01090702070224,1.890000,01,09,07,02,07,-02,24
Y01090702070125,185.800000,01,09,07,02,07,-01,25
Y01090702083000,72.280000,01,09,07,02,08,-30,00
Y01090702082900,25.770000,01,09,07,02,08,-29,00
Y01090702082800,44.520000,01,09,07,02,08,-28,00
Y01090702082700,45.540000,01,09,07,02,08,-27,00
Y01090702082600,10.330000,01,09,07,02,08,-26,00
Y01090702082501,58.080000,01,09,07,02,08,-25,01
Y01090702082402,26.000000,01,09,07,02,08,-24,02
Y01090702082303,175.800000,01,09,07,02,08,-23,03
Y01090702082204,105.600000,01,09,07,02,08,-22,04
Y01090702082105,37.590000,01,09,07,02,08,-21,05
Y01090702082006,533.500000,01,09,07,02,08,-20,06
Y01090702081907,566.600000,01,09,07,02,08,-19,07
Y01090702081808,487.700000,01,09,07,02,08,-18,08
Y01090702081709,300.400000,01,09,07,02,08,-17,09
Y01090702081610,391.400000,01,09,07,02,08,-16,10
Y01090702081511,355.100000,01,09,07,02,08,-15,11
Y01090702081412,424.600000,01,09,07,02,08,-14,12
Y01090702081313,910.100000,01,09,07,02,08,-13,13
Y01090702081214,927.900000,01,09,07,02,08,-12,14
Y01090702081115,468.000000,01,09,07,02,08,-11,15
Y01090702081016,88.000000,01,09,07,02,08,-10,16
Y01090702080917,97.600000,01,09,07,02,08,-09,17
Y01090702080818,174.500000,01,09,07,02,08,-08,18
Y01090702080719,167.200000,01,09,07,02,08,-07,19
Y01090702080620,276.500000,01,09,07,02,08,-06,20
Y01090702080521,158.600000,01,09,07,02,08,-05,21
Y01090702080422,378.500000,01,09,07,02,08,-04,22
Y01090702080323,239.200000,01,09,07,02,08,-03,23
Y01090702080224,713.500000,01,09,07,02,08,-02,24
Y01090702080125,1309.000000,01,09,07,02,08,-01,25
Y01090702093000,7.964000,01,09,07,02,09,-30,00
Y01090702092900,1.074000,01,09,07,02,09,-29,00
Y01090702092800,1.550000,01,09,07,02,09,-28,00
Y01090702092700,12.790000,01,09,07,02,09,-27,00
Y01090702092600,4.660000,01,09,07,02,09,-26,00
Y01090702092402,4.710000,01,09,07,02,09,-24,02
Y01090702092204,1.320000,01,09,07,02,09,-22,04
Y01090702092105,68.010000,01,09,07,02,09,-21,05
Y01090702092006,213.900000,01,09,07,02,09,-20,06
Y01090702091907,9.780000,01,09,07,02,09,-19,07
Y01090702091808,26.140000,01,09,07,02,09,-18,08
Y01090702091511,8.020000,01,09,07,02,09,-15,11
Y01090702091412,65.900000,01,09,07,02,09,-14,12
Y01090702091313,4.140000,01,09,07,02,09,-13,13
Y01090702091115,152.600000,01,09,07,02,09,-11,15
Y01090702091016,311.400000,01,09,07,02,09,-10,16
Y01090702090917,66.620000,01,09,07,02,09,-09,17
Y01090702090818,21.020000,01,09,07,02,09,-08,18
